일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
20240614,79600,1000,1.27,79700,80500,79000,22926612,1.83028E+12,4.75195E+14,5969782550
20240613,78600,2100,2.75,78400,79000,77800,33763804,2.64877E+12,4.69225E+14,5969782550
20240612,76500,1300,1.73,75300,77100,75200,19246725,1.46042E+12,4.56688E+14,5969782550
20240611,75200,-500,-0.66,75900,76000,75100,16971175,1.28083E+12,4.48928E+14,5969782550
20240610,75700,-1600,-2.07,76100,76600,75600,14598755,1.10935E+12,4.51913E+14,5969782550
20240607,77300,-100,-0.13,78400,78600,77100,21189349,1.6453E+12,4.61464E+14,5969782550
20240605,77400,2100,2.79,78000,78000,76800,23177968,1.79424E+12,4.62061E+14,5969782550
20240604,75300,-400,-0.53,74900,76100,74900,14098053,1.06575E+12,4.49525E+14,5969782550
20240603,75700,2200,2.99,74400,76400,74200,15706268,1.18666E+12,4.51913E+14,5969782550
20240531,73500,0,0,74500,74700,73500,26198776,1.93596E+12,4.38779E+14,5969782550
20240530,73500,-1700,-2.26,74800,75200,73500,28551273,2.11778E+12,4.38779E+14,5969782550
20240529,75200,-2400,-3.09,77700,78200,75200,30244875,2.31201E+12,4.48928E+14,5969782550
20240528,77600,400,0.52,76500,78000,76200,18539072,1.43671E+12,4.63255E+14,5969782550
20240527,77200,1300,1.71,75300,78200,74000,43825202,3.30663E+12,4.60867E+14,5969782550
20240524,75900,-2400,-3.07,76800,77000,75700,27891278,2.12729E+12,4.53106E+14,5969782550
20240523,78300,600,0.77,77700,79100,77100,18728087,1.46238E+12,4.67434E+14,5969782550
20240522,77700,-700,-0.89,78100,78700,77300,19521506,1.52259E+12,4.63852E+14,5969782550
20240521,78400,-500,-0.63,78500,79000,78200,13690583,1.07483E+12,4.68031E+14,5969782550
20240520,78900,1500,1.94,78100,79100,77900,19456783,1.52802E+12,4.71016E+14,5969782550
20240517,77400,-800,-1.02,78600,78800,77200,15918201,1.23764E+12,4.62061E+14,5969782550
20240516,78200,-100,-0.13,80200,80300,78100,20989778,1.65638E+12,4.66837E+14,5969782550
20240514,78300,-100,-0.13,78600,78800,77900,11763992,9.20738E+11,4.67434E+14,5969782550
20240513,78400,-800,-1.01,79400,79900,77600,18652344,1.46096E+12,4.68031E+14,5969782550
20240510,79200,-500,-0.63,80400,81100,78900,16976124,1.35124E+12,4.72807E+14,5969782550
20240509,79700,-1600,-1.97,81100,81500,79700,18759935,1.50912E+12,4.75792E+14,5969782550
20240508,81300,0,0,80800,81400,80500,13089576,1.06057E+12,4.85343E+14,5969782550
20240507,81300,3700,4.77,79600,81300,79400,26238868,2.11262E+12,4.85343E+14,5969782550
20240503,77600,-400,-0.51,79000,79000,77500,13151889,1.02855E+12,4.63255E+14,5969782550
20240502,78000,500,0.65,77600,78600,77300,18900640,1.47515E+12,4.65643E+14,5969782550
20240430,77500,800,1.04,77000,78500,76600,19007007,1.47753E+12,4.62658E+14,5969782550
20240429,76700,0,0,77400,77600,76200,14664474,1.12437E+12,4.57882E+14,5969782550
20240426,76700,400,0.52,77800,77900,76500,12755629,9.82997E+11,4.57882E+14,5969782550
20240425,76300,-2300,-2.93,77300,77500,76300,15549134,1.19506E+12,4.55494E+14,5969782550
20240424,78600,3100,4.11,77500,78800,77200,22166150,1.73248E+12,4.69225E+14,5969782550
20240423,75500,-600,-0.79,76400,76800,75500,18717699,1.42415E+12,4.50719E+14,5969782550
20240422,76100,-1500,-1.93,77400,77500,75100,30469477,2.32045E+12,4.543E+14,5969782550
20240419,77600,-2000,-2.51,78300,78700,76300,31317563,2.42365E+12,4.63255E+14,5969782550
20240418,79600,700,0.89,78800,80100,78300,21370190,1.6942E+12,4.75195E+14,5969782550
20240417,78900,-1100,-1.38,80700,80800,78900,22611631,1.80099E+12,4.71016E+14,5969782550
20240416,80000,-2200,-2.68,81200,81300,79400,31949845,2.56408E+12,4.77583E+14,5969782550
20240415,82200,-1500,-1.79,82900,83200,81200,26663772,2.18777E+12,4.90716E+14,5969782550
20240412,83700,-400,-0.48,84700,84900,83200,17061770,1.42969E+12,4.99671E+14,5969782550
20240411,84100,500,0.6,83200,84700,82500,25538009,2.13895E+12,5.02059E+14,5969782550
20240409,83600,-900,-1.07,84500,84900,83100,23725956,1.99149E+12,4.99074E+14,5969782550
20240408,84500,0,0,85200,86000,84500,18953232,1.61457E+12,5.04447E+14,5969782550
20240405,84500,-800,-0.94,84500,85000,83800,18883752,1.59363E+12,5.04447E+14,5969782550
20240404,85300,1200,1.43,85200,85500,84300,25248934,2.14731E+12,5.09222E+14,5969782550
20240403,84100,-900,-1.06,84300,85000,83500,30493347,2.57059E+12,5.02059E+14,5969782550
20240402,85000,3000,3.66,82900,85000,82900,37077944,3.12594E+12,5.07432E+14,5969782550
20240401,82000,-400,-0.49,83200,83300,82000,20116513,1.66128E+12,4.89522E+14,5969782550
20240329,82400,1600,1.98,81200,82500,80900,27126366,2.2249E+12,4.9191E+14,5969782550
20240328,80800,1000,1.25,79400,81000,79200,25084812,2.01495E+12,4.82358E+14,5969782550
20240327,79800,-100,-0.13,79200,80000,79200,17424595,1.38727E+12,4.76389E+14,5969782550
20240326,79900,1700,2.17,79700,80100,79200,30551494,2.43579E+12,4.76986E+14,5969782550
20240325,78200,-700,-0.89,79600,79800,77800,18703996,1.47221E+12,4.66837E+14,5969782550
20240322,78900,-400,-0.5,79600,79900,77800,26724761,2.10454E+12,4.71016E+14,5969782550
20240321,79300,2400,3.12,79200,79300,77700,44569799,3.50999E+12,4.73404E+14,5969782550
20240320,76900,4100,5.63,73700,77200,73400,50106297,3.79922E+12,4.59076E+14,5969782550
20240319,72800,0,0,72300,73000,71700,15376066,1.10907E+12,4.346E+14,5969782550
20240318,72800,500,0.69,72600,73000,72500,11520348,8.37896E+11,4.346E+14,5969782550
20240315,72300,-2000,-2.69,73400,73700,72300,22580555,1.64627E+12,4.31615E+14,5969782550
20240314,74300,200,0.27,74400,74500,73600,22545539,1.67298E+12,4.43555E+14,5969782550
20240313,74100,800,1.09,73700,74100,73500,15243134,1.12621E+12,4.42361E+14,5969782550
20240312,73300,900,1.24,72600,73500,72100,13011654,9.46371E+11,4.37585E+14,5969782550
20240311,72400,-900,-1.23,72900,73100,72300,9740504,7.07796E+11,4.32212E+14,5969782550
20240308,73300,1100,1.52,72800,73400,72600,19271349,1.40673E+12,4.37585E+14,5969782550
20240307,72200,-700,-0.96,73100,73300,72200,14516963,1.05496E+12,4.31018E+14,5969782550
20240306,72900,-800,-1.09,73200,73500,72700,21547905,1.57713E+12,4.35197E+14,5969782550
20240305,73700,-1200,-1.6,74600,74800,73700,19505125,1.44671E+12,4.39973E+14,5969782550
20240304,74900,1500,2.04,74300,75000,74000,23210474,1.73019E+12,4.47137E+14,5969782550
20240229,73400,200,0.27,72600,73400,72000,21176403,1.54393E+12,4.38182E+14,5969782550
20240228,73200,300,0.41,72900,73900,72800,11795859,8.66533E+11,4.36988E+14,5969782550
20240227,72900,100,0.14,73100,73400,72700,13201981,9.63297E+11,4.35197E+14,5969782550
20240226,72800,-100,-0.14,72300,73200,72200,14669352,1.06773E+12,4.346E+14,5969782550
20240223,72900,-200,-0.27,73600,74200,72900,16225166,1.18984E+12,4.35197E+14,5969782550
20240222,73100,100,0.14,73800,73900,72700,15208934,1.11191E+12,4.36391E+14,5969782550
20240221,73000,-300,-0.41,73400,73700,72900,11503495,8.41683E+11,4.35794E+14,5969782550
20240220,73300,-500,-0.68,73700,73700,72800,14681477,1.07423E+12,4.37585E+14,5969782550
20240219,73800,1000,1.37,72800,73900,72800,12726404,9.36829E+11,4.4057E+14,5969782550
20240216,72800,-200,-0.27,73300,73400,72500,13444781,9.79246E+11,4.346E+14,5969782550
20240215,73000,-1000,-1.35,74200,74400,73000,14120600,1.03705E+12,4.35794E+14,5969782550
20240214,74000,-1200,-1.6,73700,74300,73700,12434945,9.20047E+11,4.41764E+14,5969782550
20240213,75200,1100,1.48,74800,75200,74400,21966745,1.64592E+12,4.48928E+14,5969782550
20240208,74100,-900,-1.2,75000,75200,73600,20810708,1.54542E+12,4.42361E+14,5969782550
20240207,75000,600,0.81,74600,75500,74300,16566445,1.24138E+12,4.47734E+14,5969782550
20240206,74400,100,0.13,74300,74700,73300,14559254,1.07941E+12,4.44152E+14,5969782550
20240205,74300,-900,-1.2,74200,74800,73500,19026021,1.40799E+12,4.43555E+14,5969782550
20240202,75200,1600,2.17,74000,75200,73700,14955881,1.1167E+12,4.48928E+14,5969782550
20240201,73600,900,1.24,73000,74200,72900,19881033,1.46099E+12,4.39376E+14,5969782550
20240131,72700,-1600,-2.15,73400,74000,72500,15703560,1.14859E+12,4.34003E+14,5969782550
20240130,74300,-100,-0.13,75000,75300,73700,12244418,9.10103E+11,4.43555E+14,5969782550
20240129,74400,1000,1.36,73800,75200,73500,13976521,1.04095E+12,4.44152E+14,5969782550
20240126,73400,-700,-0.94,73700,74500,73300,11160062,8.24499E+11,4.38182E+14,5969782550
20240125,74100,100,0.14,74200,74800,73700,11737747,8.70262E+11,4.42361E+14,5969782550
20240124,74000,-1200,-1.6,75200,75200,73500,12860661,9.5073E+11,4.41764E+14,5969782550
20240123,75200,100,0.13,75700,75800,74300,14786224,1.10921E+12,4.48928E+14,5969782550
20240122,75100,400,0.54,75900,76000,75000,19673375,1.48494E+12,4.48331E+14,5969782550
20240119,74700,3000,4.18,73500,74700,73000,23363427,1.72903E+12,4.45943E+14,5969782550
20240118,71700,700,0.99,71600,72000,70700,17853397,1.27427E+12,4.28033E+14,5969782550
20240117,71000,-1600,-2.2,73100,73300,71000,22683660,1.62705E+12,4.23855E+14,5969782550
20240116,72600,-1300,-1.76,73500,73700,72500,14760415,1.07598E+12,4.33406E+14,5969782550
20240115,73900,800,1.09,73200,74000,73200,13212339,9.7318E+11,4.41167E+14,5969782550
20240112,73100,-100,-0.14,73000,74100,72800,13038939,9.56812E+11,4.36391E+14,5969782550
20240111,73200,-400,-0.54,72900,73600,72700,57691266,4.20681E+12,4.36988E+14,5969782550
20240110,73600,-1100,-1.47,75000,75200,73200,20259529,1.49757E+12,4.39376E+14,5969782550
20240109,74700,-1800,-2.35,77400,77700,74300,26019249,1.97174E+12,4.45943E+14,5969782550
20240108,76500,-100,-0.13,77000,77500,76400,11088724,8.52681E+11,4.56688E+14,5969782550
20240105,76600,0,0,76700,77100,76400,11304316,8.66836E+11,4.57285E+14,5969782550
20240104,76600,-400,-0.52,76100,77300,76100,15324439,1.17391E+12,4.57285E+14,5969782550
20240103,77000,-2600,-3.27,78500,78800,77000,21753644,1.69169E+12,4.59673E+14,5969782550
20240102,79600,1100,1.4,78200,79800,78200,17142847,1.35696E+12,4.75195E+14,5969782550
20231228,78500,500,0.64,77700,78500,77500,17797536,1.38829E+12,4.68628E+14,5969782550
20231227,78000,1400,1.83,76700,78000,76500,20651042,1.60012E+12,4.65643E+14,5969782550
20231226,76600,700,0.92,76100,76700,75700,13164909,1.00544E+12,4.57285E+14,5969782550
20231222,75900,900,1.2,75800,76300,75400,14515608,1.10029E+12,4.53106E+14,5969782550
20231221,75000,200,0.27,74600,75000,74300,13478766,1.00694E+12,4.47734E+14,5969782550
20231220,74800,1400,1.91,74200,74900,73800,16870156,1.25349E+12,4.4654E+14,5969782550
20231219,73400,500,0.69,73000,73400,72800,8907632,6.50825E+11,4.38182E+14,5969782550
20231218,72900,-400,-0.55,73300,73400,72800,9690551,7.08307E+11,4.35197E+14,5969782550
20231215,73300,200,0.27,73800,74000,73200,15419815,1.13448E+12,4.37585E+14,5969782550
20231214,73100,300,0.41,74100,74300,72500,27567593,2.02536E+12,4.36391E+14,5969782550
20231213,72800,-700,-0.95,73300,73500,72800,13116766,9.59556E+11,4.346E+14,5969782550
20231212,73500,500,0.68,73300,73500,73100,13758646,1.00914E+12,4.38779E+14,5969782550
20231211,73000,400,0.55,72800,73000,72200,9861960,7.16958E+11,4.35794E+14,5969782550
20231208,72600,1100,1.54,72100,72800,71900,10859463,7.8723E+11,4.33406E+14,5969782550
20231207,71500,-200,-0.28,71800,71900,71100,8862017,6.33466E+11,4.26839E+14,5969782550
20231206,71700,500,0.7,71800,72100,71600,8123087,5.8371E+11,4.28033E+14,5969782550
20231205,71200,-1400,-1.93,72300,72400,71200,12129682,8.67872E+11,4.25049E+14,5969782550
20231204,72600,600,0.83,72800,72900,72400,10229267,7.4336E+11,4.33406E+14,5969782550
20231201,72000,-800,-1.1,72400,72500,71700,9871284,7.1094E+11,4.29824E+14,5969782550
20231130,72800,100,0.14,72700,72800,72200,15783714,1.14643E+12,4.346E+14,5969782550
20231129,72700,0,0,72400,72800,72200,9283933,6.73194E+11,4.34003E+14,5969782550
20231128,72700,1400,1.96,71400,72700,71300,13283081,9.58104E+11,4.34003E+14,5969782550
20231127,71300,-400,-0.56,71500,72100,71100,9113857,6.5155E+11,4.25645E+14,5969782550
20231124,71700,-700,-0.97,72400,72600,71700,6676685,4.81177E+11,4.28033E+14,5969782550
20231123,72400,-400,-0.55,73000,73200,72200,6775614,4.91572E+11,4.32212E+14,5969782550
20231122,72800,0,0,72200,73000,71900,11105143,8.0372E+11,4.346E+14,5969782550
20231121,72800,100,0.14,73100,73400,72700,9712881,7.09805E+11,4.346E+14,5969782550
20231120,72700,200,0.28,72100,73000,72100,10610157,7.71288E+11,4.34003E+14,5969782550
20231117,72500,-300,-0.41,72300,73000,72300,11494644,8.34899E+11,4.32809E+14,5969782550
20231116,72800,600,0.83,72500,73000,72300,15860451,1.15162E+12,4.346E+14,5969782550
20231115,72200,1400,1.98,71600,72200,71500,20148677,1.44928E+12,4.31018E+14,5969782550
20231114,70800,400,0.57,71000,71100,70600,9567984,6.78177E+11,4.22661E+14,5969782550
20231113,70400,-100,-0.14,71300,71300,70300,9246919,6.53603E+11,4.20273E+14,5969782550
20231110,70500,200,0.28,70000,70500,69500,9684347,6.77562E+11,4.2087E+14,5969782550
20231109,70300,400,0.57,69900,70800,69600,12301373,8.65006E+11,4.19676E+14,5969782550
20231108,69900,-1000,-1.41,71300,71400,69700,12901310,9.08216E+11,4.17288E+14,5969782550
20231107,70900,0,0,70600,70900,70000,17228731,1.21317E+12,4.23258E+14,5969782550
20231106,70900,1300,1.87,69800,70900,69300,22228489,1.55502E+12,4.23258E+14,5969782550
20231103,69600,-100,-0.14,69700,70200,69500,10322234,7.20443E+11,4.15497E+14,5969782550
20231102,69700,1100,1.6,70000,70000,69400,16350031,1.14076E+12,4.16094E+14,5969782550
20231101,68600,1700,2.54,67500,68900,67300,13775256,9.39331E+11,4.09527E+14,5969782550
20231031,66900,-400,-0.59,67600,68300,66900,14488892,9.753E+11,3.99378E+14,5969782550
20231030,67300,0,0,66800,67800,66700,10139270,6.81863E+11,4.01766E+14,5969782550
20231027,67300,600,0.9,67100,67300,66700,11334726,7.59193E+11,4.01766E+14,5969782550
20231026,66700,-1300,-1.91,67000,67900,66700,15517624,1.04015E+12,3.98184E+14,5969782550
20231025,68000,-500,-0.73,68800,68800,67900,10610703,7.24468E+11,4.05945E+14,5969782550
20231024,68500,100,0.15,68700,68800,67700,12791710,8.74148E+11,4.0893E+14,5969782550
20231023,68400,-400,-0.58,68700,69100,68200,11625959,7.96396E+11,4.08333E+14,5969782550
20231020,68800,-700,-1.01,68900,69200,68100,15204495,1.04522E+12,4.10721E+14,5969782550
20231019,69500,-1000,-1.42,69700,70000,69400,13985012,9.73452E+11,4.149E+14,5969782550
20231018,70500,1100,1.59,68900,70500,68800,16493184,1.15321E+12,4.2087E+14,5969782550
20231017,69400,2100,3.12,67700,69900,67400,17299253,1.18835E+12,4.14303E+14,5969782550
20231016,67300,-700,-1.03,67900,68500,66800,12599299,8.48737E+11,4.01766E+14,5969782550
20231013,68000,-900,-1.31,68000,68500,67700,9724086,6.61424E+11,4.05945E+14,5969782550
20231012,68900,700,1.03,68600,69700,68200,19311380,1.33025E+12,4.11318E+14,5969782550
20231011,68200,1800,2.71,68600,69400,67900,25209349,1.72859E+12,4.07139E+14,5969782550
20231010,66400,400,0.61,66200,67600,66200,19889202,1.33141E+12,3.96394E+14,5969782550
20231006,66000,-700,-1.05,67100,67300,66000,14386527,9.55787E+11,3.94006E+14,5969782550
20231005,66700,-800,-1.19,67300,67400,66700,16108313,1.07838E+12,3.98184E+14,5969782550
20231004,67500,-900,-1.32,67400,67700,66700,23361149,1.56987E+12,4.0296E+14,5969782550
20230927,68400,-200,-0.29,68600,69100,68200,14886491,1.01987E+12,4.08333E+14,5969782550
20230926,68600,-800,-1.15,70000,70000,68400,13143470,9.0438E+11,4.09527E+14,5969782550
20230925,69400,600,0.87,68500,69700,68500,13582516,9.40526E+11,4.14303E+14,5969782550
20230922,68800,-100,-0.15,68300,68900,68300,9897840,6.78768E+11,4.10721E+14,5969782550
20230921,68900,-700,-1.01,69200,69800,68800,10796336,7.4668E+11,4.11318E+14,5969782550
20230920,69600,-200,-0.29,70000,70300,69500,10873015,7.58467E+11,4.15497E+14,5969782550
20230919,69800,-400,-0.57,70400,70800,69600,11820188,8.28073E+11,4.16691E+14,5969782550
20230918,70200,-1800,-2.5,71300,71700,70200,16040727,1.13419E+12,4.19079E+14,5969782550
20230915,72000,300,0.42,71700,72300,71400,17823512,1.28367E+12,4.29824E+14,5969782550
20230914,71700,800,1.13,71200,71800,70800,21041407,1.50449E+12,4.28033E+14,5969782550
20230913,70900,400,0.57,71100,71600,70300,15955797,1.13186E+12,4.23258E+14,5969782550
20230912,70500,-300,-0.42,70800,71000,70400,11688599,8.25296E+11,4.2087E+14,5969782550
20230911,70800,500,0.71,70400,70800,70000,11785462,8.30035E+11,4.22661E+14,5969782550
20230908,70300,-100,-0.14,70200,70300,69600,10688118,7.47653E+11,4.19676E+14,5969782550
20230907,70400,400,0.57,70000,70600,69600,13741241,9.64327E+11,4.20273E+14,5969782550
20230906,70000,-700,-0.99,70700,70800,69700,11414620,7.99882E+11,4.17885E+14,5969782550
20230905,70700,-500,-0.7,70900,71500,70200,12330239,8.71402E+11,4.22064E+14,5969782550
20230904,71200,200,0.28,72900,72900,70700,26286495,1.8813E+12,4.25049E+14,5969782550
20230901,71000,4100,6.13,66800,71000,66700,29738235,2.06418E+12,4.23855E+14,5969782550
20230831,66900,-200,-0.3,67100,67200,66400,15964630,1.06635E+12,3.99378E+14,5969782550
20230830,67100,300,0.45,67300,67700,67100,9181223,6.18598E+11,4.00572E+14,5969782550
20230829,66800,0,0,66900,67200,66600,9114352,6.08551E+11,3.98781E+14,5969782550
20230828,66800,-300,-0.45,66800,67000,66500,5824628,3.88538E+11,3.98781E+14,5969782550
20230825,67100,-1100,-1.61,67100,67400,66900,7032462,4.71934E+11,4.00572E+14,5969782550
20230824,68200,1100,1.64,68300,68700,67900,15044463,1.02698E+12,4.07139E+14,5969782550
20230823,67100,500,0.75,66700,67100,66400,9549352,6.38222E+11,4.00572E+14,5969782550
20230822,66600,0,0,67200,67700,66300,10500242,7.02152E+11,3.97588E+14,5969782550
20230821,66600,300,0.45,66600,67100,66300,9720067,6.47499E+11,3.97588E+14,5969782550
20230818,66300,-400,-0.6,66000,66700,65800,11745006,7.78551E+11,3.95797E+14,5969782550
20230817,66700,-300,-0.45,66300,66800,66000,10778652,7.16096E+11,3.98184E+14,5969782550
20230816,67000,-300,-0.45,66700,67100,66300,13174578,8.79111E+11,3.99975E+14,5969782550
20230814,67300,-200,-0.3,67500,67900,66900,9352343,6.29306E+11,4.01766E+14,5969782550
20230811,67500,-500,-0.74,68400,68800,67500,9781038,6.64313E+11,4.0296E+14,5969782550
20230810,68000,-900,-1.31,68300,68500,67800,10227311,6.95338E+11,4.05945E+14,5969782550
20230809,68900,1300,1.92,68000,69600,67900,17259673,1.1901E+12,4.11318E+14,5969782550
20230808,67600,-900,-1.31,69000,69100,67400,14664709,9.95836E+11,4.03557E+14,5969782550
20230807,68500,200,0.29,67700,69200,67600,10968505,7.53452E+11,4.0893E+14,5969782550
20230804,68300,-500,-0.73,68800,69100,68200,12360193,8.46916E+11,4.07736E+14,5969782550
20230803,68800,-1100,-1.57,69900,70200,68500,20087090,1.39367E+12,4.10721E+14,5969782550
20230802,69900,-1200,-1.69,70700,71000,69800,13835020,9.72618E+11,4.17288E+14,5969782550
20230801,71100,1300,1.86,70100,71200,70000,12299254,8.69663E+11,4.24452E+14,5969782550
20230731,69800,-800,-1.13,70900,71000,69800,13035420,9.14994E+11,4.16691E+14,5969782550
20230728,70600,-1100,-1.53,71800,72400,70100,19420683,1.37412E+12,4.21467E+14,5969782550
20230727,71700,1900,2.72,69900,71700,69300,24261179,1.71636E+12,4.28033E+14,5969782550
20230726,69800,-200,-0.29,69800,70600,68100,30016221,2.07408E+12,4.16691E+14,5969782550
20230725,70000,-400,-0.57,70000,70500,69800,14314945,1.00255E+12,4.17885E+14,5969782550
20230724,70400,100,0.14,70100,70900,69900,13418597,9.45209E+11,4.20273E+14,5969782550
20230721,70300,-700,-0.99,70400,70400,69400,16528926,1.15539E+12,4.19676E+14,5969782550
20230720,71000,-700,-0.98,71100,71500,70800,9732730,6.92488E+11,4.23855E+14,5969782550
20230719,71700,-300,-0.42,72700,72800,71300,10896412,7.82147E+11,4.28033E+14,5969782550
20230718,72000,-1300,-1.77,73200,73500,72000,11697900,8.47564E+11,4.29824E+14,5969782550
20230717,73300,-100,-0.14,73200,73500,72800,10060049,7.36819E+11,4.37585E+14,5969782550
20230714,73400,1500,2.09,72500,73400,72400,15882519,1.15993E+12,4.38182E+14,5969782550
20230713,71900,0,0,72400,72600,71900,14417279,1.04164E+12,4.29227E+14,5969782550
20230712,71900,400,0.56,71200,72000,71100,10375581,7.42662E+11,4.29227E+14,5969782550
20230711,71500,2000,2.88,70200,71500,70100,12177392,8.63674E+11,4.26839E+14,5969782550
20230710,69500,-400,-0.57,70000,70400,69200,11713926,8.16772E+11,4.149E+14,5969782550
20230707,69900,-1700,-2.37,71100,71400,69800,17308877,1.2154E+12,4.17288E+14,5969782550
20230706,71600,-400,-0.56,71900,72400,71500,14777667,1.06149E+12,4.27436E+14,5969782550
20230705,72000,-1000,-1.37,73000,73300,71900,12310610,8.89637E+11,4.29824E+14,5969782550
20230704,73000,0,0,73400,73600,72900,10214350,7.47624E+11,4.35794E+14,5969782550
20230703,73000,800,1.11,72700,73200,72600,10722181,7.82251E+11,4.35794E+14,5969782550
20230630,72200,-200,-0.28,72500,72700,71700,11694765,8.44354E+11,4.31018E+14,5969782550
20230629,72400,-300,-0.41,73100,73400,72400,12229967,8.91731E+11,4.32212E+14,5969782550
20230628,72700,100,0.14,72600,72700,72000,8783093,6.35517E+11,4.34003E+14,5969782550
20230627,72600,200,0.28,72500,72600,72000,9442997,6.83625E+11,4.33406E+14,5969782550
20230626,72400,800,1.12,71700,72500,71500,10541901,7.61525E+11,4.32212E+14,5969782550
20230623,71600,300,0.42,72000,72200,71600,12329484,8.85946E+11,4.27436E+14,5969782550
20230622,71300,800,1.13,70200,71500,70100,11411007,8.11438E+11,4.25645E+14,5969782550
20230621,70500,-900,-1.26,70700,71200,70400,10626603,7.52121E+11,4.2087E+14,5969782550
20230620,71400,200,0.28,70700,71400,70400,11557883,8.20834E+11,4.26242E+14,5969782550
20230619,71200,-600,-0.84,71300,71700,70900,11100887,7.89407E+11,4.25049E+14,5969782550
20230616,71800,300,0.42,71800,71900,70900,15373696,1.09819E+12,4.2863E+14,5969782550
20230615,71500,-400,-0.56,72100,72300,71300,13614994,9.77638E+11,4.26839E+14,5969782550
20230614,71900,-100,-0.14,72100,72200,71100,12541046,8.98256E+11,4.29227E+14,5969782550
20230613,72000,1000,1.41,71700,72200,71600,13227285,9.50995E+11,4.29824E+14,5969782550
20230612,71000,-1000,-1.39,72100,72400,70800,12064287,8.61582E+11,4.23855E+14,5969782550
20230609,72000,1100,1.55,71100,72300,70800,15050209,1.08065E+12,4.29824E+14,5969782550
20230608,70900,-100,-0.14,70400,70900,70000,19165568,1.3513E+12,4.23258E+14,5969782550
20230607,71000,-700,-0.98,71300,71600,70800,14796613,1.05288E+12,4.23855E+14,5969782550
20230605,71700,-500,-0.69,72700,72700,71400,12686829,9.11317E+11,4.28033E+14,5969782550
20230602,72200,1300,1.83,71700,72200,71600,12161798,8.74631E+11,4.31018E+14,5969782550
20230601,70900,-500,-0.7,70900,71600,70600,14669296,1.04179E+12,4.23258E+14,5969782550
20230531,71400,-900,-1.24,72400,72500,71000,25666087,1.84073E+12,4.26242E+14,5969782550
20230530,72300,2000,2.84,71300,72300,71200,27476897,1.97502E+12,4.31615E+14,5969782550
20230526,70300,1500,2.18,69800,70400,69500,19549511,1.37067E+12,4.19676E+14,5969782550
20230525,68800,300,0.44,69900,70000,68700,14231160,9.84569E+11,4.10721E+14,5969782550
20230524,68500,100,0.15,68100,68700,68000,8192896,5.60469E+11,4.0893E+14,5969782550
20230523,68400,-100,-0.15,68500,68700,68100,8561643,5.85923E+11,4.08333E+14,5969782550
20230522,68500,100,0.15,68400,69000,68000,14470308,9.92679E+11,4.0893E+14,5969782550
20230519,68400,2200,3.32,67800,68400,67500,20349345,1.38456E+12,4.08333E+14,5969782550
20230518,66200,1200,1.85,66000,66200,65700,14431704,9.52251E+11,3.952E+14,5969782550
20230517,65000,-400,-0.61,65900,65900,64800,10745504,7.01149E+11,3.88036E+14,5969782550
20230516,65400,900,1.4,65800,65900,65300,12334657,8.08482E+11,3.90424E+14,5969782550
20230515,64500,400,0.62,64100,64600,63900,8172021,5.25279E+11,3.85051E+14,5969782550
20230512,64100,-100,-0.16,63700,64600,63600,8693913,5.57964E+11,3.82663E+14,5969782550
20230511,64200,-400,-0.62,64700,65100,64200,11648905,7.52009E+11,3.8326E+14,5969782550
20230510,64600,-700,-1.07,65500,65500,64300,13057727,8.45221E+11,3.85648E+14,5969782550
20230509,65300,-600,-0.91,65800,65800,65100,9366861,6.12498E+11,3.89827E+14,5969782550
20230508,65900,800,1.23,66300,66300,65400,9405365,6.19987E+11,3.93409E+14,5969782550
20230504,65100,-300,-0.46,65600,65700,64700,9791064,6.37047E+11,3.88633E+14,5969782550
20230503,65400,-300,-0.46,65100,65600,64900,8876749,5.78615E+11,3.90424E+14,5969782550
20230502,65700,200,0.31,66000,66300,65100,14396948,9.47092E+11,3.92215E+14,5969782550
20230428,65500,900,1.39,65200,65900,65000,19699481,1.28816E+12,3.91021E+14,5969782550
20230427,64600,500,0.78,64100,65000,63300,14779601,9.47849E+11,3.85648E+14,5969782550
20230426,64100,500,0.79,63600,64300,63300,12664541,8.0872E+11,3.82663E+14,5969782550
20230425,63600,-1600,-2.45,65300,65400,63400,16193271,1.03951E+12,3.79678E+14,5969782550
20230424,65200,-500,-0.76,65300,65700,64800,12986581,8.46721E+11,3.8923E+14,5969782550
20230421,65700,400,0.61,65800,65900,65400,10538622,6.91721E+11,3.92215E+14,5969782550
20230420,65300,-200,-0.31,65100,65300,64600,9501169,6.18181E+11,3.89827E+14,5969782550
20230419,65500,-100,-0.15,65500,65800,65300,10255985,6.72185E+11,3.91021E+14,5969782550
20230418,65600,300,0.46,65900,66000,64800,14802060,9.66927E+11,3.91618E+14,5969782550
20230417,65300,200,0.31,65000,65600,64700,13486618,8.77708E+11,3.89827E+14,5969782550
20230414,65100,-1000,-1.51,66600,66600,65000,16176490,1.0628E+12,3.88633E+14,5969782550
20230413,66100,100,0.15,65600,66100,65400,15091022,9.93654E+11,3.94603E+14,5969782550
20230412,66000,100,0.15,65800,66200,65300,15021313,9.87121E+11,3.94006E+14,5969782550
20230411,65900,200,0.3,66200,66200,65400,16323183,1.0744E+12,3.93409E+14,5969782550
20230410,65700,700,1.08,64800,66300,64700,18777166,1.23322E+12,3.92215E+14,5969782550
